53	696,12303,1087,239,12435,6609,9853,5671,8677,8679,2111,1433,7436,6043,8676,6059,3359,3304,8678,3473,6047,5278,1089,13236,12859,5682,10867,3305,3461,10418,10446,5648,3306,7498,3360,3361,5672,10637,3317,3358,3362,1885,8418,8415,9577,2487,3475
54	10464,8879,9611
55	8233,7918,1908,710,6287,6575,1975,963,3948,7921,2987,10124,4550,119,450,3916,412,7683,6576,9397,8701,9294,1456,5687,5670,109,4129,434,424,1019,452,462,9069,6607,458,7444,4560,7922,1976,3971,5683,7446,3984,6722,12027,7170,2059,2186,10534,1973,7509,9530,2184,7802,7818,7817,32,34,33,31,3840,4292,7757,6538,4134,9280,10796,1479,7758,7748,7140,3374,3991,8776,1862,1861,3235,699,6619,6591,7372,11218,3221,1558,1386,4460,12921,6719,1557,7116,1846,1608,2157,1553,98,6718,11247,1916,4683,5815,5144,5664,6277,1211,5280,4171,6720,1517,13310,1435,652,136,1436,12896,543,4492,4493,7806
56	4638,4641,4639,4640,8239
57	3470
58	3765,3729,3732,3730,3731
59	3689
60	6575,1975,963,3948,10124,673,1824,1257,4628,4629
61	6234,5705,1714
62	7825
63	1740
64	6575,1975,963,3948,10124,673,8093,4132,1824,6888,6138
65	6575,1975,963,3948,10124,450,6576,7837
66	10005
67	11518
68	3748
71	1811
72	6575,1975,963,3948,10124,450,5747,673,10028,13009,2579,2167
73	6302,11421,12448
74	5728,6085,6082
75	10568,11419,3672,7120,3685,9474
76	6717,6743,13500
77	7918
78	11545,10196,6052,4682
80	3556,4962,5075,4633,4996,2391,5230,8063,9373,1845,2469,4997,5228,4998,5229,4995,4823,4872,4731,4700,4701,5231,4702
81	7357
82	7420,7250,8070,2560,1573,45,1585,10484,2784,7777,7780,6381,1580,4270,11491,7234,5834,6462,7921,7947,3591,11018,5643,579,4567,9090,6850,9089,9075,11179,7610,11395,2113,8915,455,11380,6880,1140,972,12052,2461,1055,8313,4130,7070,2179,3965,3966,1095,9087,9058,1199,11370,11401,178,4398,6517,10529,3963,3011,11681,6284,7894,1905,9847,7001,4047,2358,3851,6831,4473,11874,5366,1153,3651,4233,3939,3857,11530,10528,6012,8764,6350,6490,11710,463,11008,4230,5813,9785,610,480,10456,3013,2100,545,2602,11825,7035,7809
83	1811,7318,9482,9257
84	6113,3540,10543,10292,11657,1237,3240,3245,3627,3628,3241,3243,3244,3242
85	3954
86	7950,7256,1566,2052
88	7950,7256,1566,2052
89	7420,7250,8070,2560,1573,45,1585,10484,2784,7777,7780,6381,1580,4270,11491,7234,5834,6462,7921,7947,3591,11018,5643,579,4567,9090,6850,9089,9075,11179,7610,11395,2113,8915,455,11380,6880,1140,972,12052,2461,1055,8313,4130,7070,2179,3965,3966,1095,9087,9058,1199,11370,11401,178,4398,6517,10529,3963,3011,11681,6284,7894,1905,9847,7001,4047,2358,3851,6831,4473,11874,5366,1153,3651,4233,3939,3857,11530,10528,6012,8764,6350,6490,11710,463,11008,4230,5813,9785,610,480,10456,3013,2100,545,2602,11825,7035,7809
90	9847,7313,856,6843,11068,9593
91	176
92	8694,6721
93	8233,7665,5770,10428,6975
94	6575,1975,963,3948,10124,450,673
95	12106,1753
96	7665,2560,11018,948,9849,1456,495,7444,7707,4597,11321,2165,1737
97	11064
98	13252,4391,4193,4198,4194,4196,4197,4199,4195
99	9989
100	9198,9197,9148
101	12301,2595,6340,6328,6284,1905,12782,7442,8251,8252,8300,8298,8297,8837,8236,13295,8299,13296,13297,13294,8296,2343,12424,12429,12117,3802,7636,10856,6588,11746,10873
102	495,3899,3889,3898,3895,3897,3892,4834,1985,3158
103	6134,241,6449,12389,6142,11979,5048,3048,3055,7874,9477,10571,9909,8953,10366,9451,10750,11847,11966,9010,5910,8957,12311,8951,13161,8959,9359,9304,8958,10603,9599,9464,9317,9564
104	7136,1491
106	123
107	3621,2028,1983,8276,7225,7206,1616,449,11639,11855,6599,11986,11673,11593,11611,5262,13548,11823,11547,11548,11549,11824,11822,11821
108	5896,6971,10979,10748,7053,10747,4135,5913,5634,11142,11141,10341,10313
109	8233,8331,6195,235,4699,10451,10328,1681,12213,9286,13156,9713,5267,12329,5286,3414,5334,715,9612,4864,4725,4776,10694,7726,5092,5351,808,6819,4724,13389,4722,4688,778,8350,12629,777,4726,7856,72,4863,11663,3508,12088,68,6131,12210,7745,12244,997,5045,9288,11051,2900,8402,4723,7736,5279,746,40,5628,9287,4999
110	7759,4015,11419,477,370,4051,7317,6896,4394,4397,4115,6998,4116,4263,2209,6863,6846,2210,993,1671,4490,11687,5115,994,4144,977
111	10464,8879,9611
112	3550,9345
113	7950,1908,710,8070,6287,2345,7921,7940,3683,948,8331,8713,1456,9997,11273,5875,4153,8703,6768,13122,1001,4038,8684,8683,8720,8719,10117,8718,10118,1636,9098,3904,5903,23,12801,4341,389,5861,8137,2617,6826,13425,2372,2916,2389,8139,8002,8003,5688,2610,1078,7435,460,8069,10907,358,2046,2913,4924,5881,2043,5283,2375
114	9637
115	11055,9848,1127,3745
116	8118,12080,9505
117	7354,1430,6258
118	3480
119	7958,11419,3672,7414,384,8971,8973,8869,8771,7787,11054,7120,3685,9474,8351,5891,9051,5978,117,10567,7074,7062,5661,13229,11017,12233,12544,12232,12543,8831,7426,1138,2549,1137,1155,12271,5737,9322,12401,9333,325,5132,12280,9494,8816,2950,10460,290
120	667
121	7918,8699
122	11055,2345,7038,9571,9715,865,6456,5316,1,4241,13263,75,9839,12462,12494,13309,10724,4277,12480,4767,13405,4782,5325,9454,10409,10989,4766,4768,9324,8735,10072,6360,12770,767,9000,3726,10325,768,11544,9327,11771,9001,11851,11852,11774,10188,10189,11583,11861,10102,9355,10103,7552,10334,4769,10337,11849,10436,6856,5273,3705,11350,9091,6551,10386,9248,11959,9816
123	4548,12620,4206,4207,4208,4205,13458,4347,8673,8674
124	8118,12080,9505
126	7950,7665,6575,1975,963,3948,10778,4015,10124,7256,450,60,6576,123,495,5702,2600,1601,4352,12041,12040,12039,12038,69,6359,7861,3459,6123,7749,816,3871,10690,3609,5591,66,4556,11630,2446,5889,6172,5224,1602,4844,5721,12746,12626,5022,5509,4220,11001,5510,2448,526,12279,2445,528,5102,4845,13445,13444,12168,6808,4846,4847,4103,5720,1609,4457,12931,5271,12932,7756,7737,1620,6420,12812,12741,2442,2432,5292,1407,1618,1619,12811,12740,4117,8672,4386,2475,3741,3711,4211,8671,8670,4183,8668,8667,4456,4455,8669
127	10778,8331,144
129	2560,11018
130	6134,241,6449,12389,6142,11979,5048,3048,3055,7874,9477,10571,9909,8953,10366,9451,10750,11847,11966,9010,5910,8957,12311,8951,13161,8959,9359,9304,8958,10603,9599,9464,9317,9564
131	12106
132	10464,8879,9611
133	1024
134	5890
135	7950,6135,7732,5832,1076,2213,2214,9597,7419,9097,6097
136	6465
137	6465
138	1576,12105,13567,12863,1621,1617,12141,12254,13498,12614,7379,7378,1139,7376,7364,7863,1599,7366,1183,7377,7365,7380,7367,1598,1613,1612,1614
139	9090,9089,9075,7414,8730,8092,9954,10498,7568,11262,11261,8151,7545,7569,7562,9444,7642,7643,7595,7561,7048,4710,3560,7104,2623,10990,13342
140	9090,9089,9075
141	3591,178,11681
142	10728,9242,1909
143	7892,6089,9413,10699,7304,6937,9668,995,227,2542,6981,999,8690
144	8233,420,4122,441
145	3591,178,11681
147	8233,7950,7918,1908,6287,6575,8896,11491,12301,7921,3591,4015,4550,119,7940,3916,412,3683,948,178,7971,9397,13157,5747,6577,8331,8701,3917,11681,941,7894,7890,8713,11118,10164,3027,10028,6813,3986,11273,5875,10547,4153,7247,8703,6768,13122,1766,6178,1001,4038,8684,8683,8720,8719,423,10117,8718,10118,649,1636,9098,3004,4540,3097,6478,10523,6950,538,357,6735,6736,1154,9470,11582,13593,2153,7217,9069,3401,3182,4341,389,6127,2570,3020,89,12423,458,5883,13425,1148,9526,1147,10027,5688,1173,2600,1078,6273,8068,2608,4673,7435,12748,7625,1244,5552,13574,460,9819,11601,1710,2149,4586,10158,3692,1130,4058,11223,2546,10984,4111,9003,1185,3427,4108,2601,4078,3551,513,12655,12802
148	7234,119,497,9090,9089,9075,3037,7477,498,6803,165,7533,12098,12104,3045,7418,496,7485,7450,7415,7475,432,431,430,429,428,427,426,7028,6973,2030
149	2997,10300
150	1713,7618,13146
151	3689
152	3146,5896,13560,6631,1205,1204,6632,1141
153	8233,7665,11055,7250,7234,10568,11054,8713,6366,8435,211,10566,10577,10688,6642,10578,8046,13361,4812,1803,6755
155	7918
156	78,5199
157	12839,12131,13287,12838,12836,13289,13291,12837,12835,13288,13290,13285,13284
158	11951
159	1452
160	5896
161	6971,3821,4758,7090,7064,4903
162	8233,7918,10778,7971,8758,3027,108,10547,7247,1766,6178,3004,4540,3097,6478,10523,6950,538,6735,6736,1154,13593,532,2582,2603,7553,2339,2570,3020,89,12423,5883,1148,9526,6391,11764,2614,11765,562,155
163	4015,4252,4025,4048,4337,4336,4026,5105,4445
164	3689
165	1784,11197,9342,11199,11198,8826,237,9023,1806,9340
166	6234,5705,1714
167	9771,6083,6145,6211,7297,12456
168	10833,6099,11808,9939,12587,12584,962,4118
169	435,7854,4020,4037,4033,4238,417,4027,1555,13456,1052,1053,1477,1554,1480,1483,4435,1559,4439,4318,1556,4476,4287,13446,613
170	1414,1427,5312,5401
171	7759,8172,7963,5960,2570,7739,239,9845,12435,10594,11011,8230,8072,6936,4623,4621,3855,6923,541,2439,12365,114,6236,474,836,12396,898,6970,827,10516,2040,2381,6555,10517,2963,10515,9745,9746,12602,5718,10520,12926,2905,5383,7738,13483,10519,12784,1425,5937,7692,5997,13089
172	1827
173	7950,7250,2987,119,7890,11118,10164,6292,6283,1938,444,6291,2550,6290,4594,9735,11225,6209,8183,282,7858,2194,336,330,7397,284,7284
174	11491,7232,1811,10601,6346,10093,10622,10094,996,9124,9125,9123,9188
175	445,10175,11637,11674,3224,10173,11679,10916,4289,4136,4137,11964,9500,6984,11692,10540,11686,12899,4313,4271,11725
176	9590
177	5379,894
178	7023,12980,4484,4482,4481
179	435,7854,4020,4037,4033,4238,417,4027,1555,13456,1052,1053,1477,1554,1480,1483,4435,1559,4439,4318,1556,4476,4287
180	1190,1226,1196
181	8233,7950,7918,1908,6287,6575,8896,11491,12301,7921,3591,4015,4550,119,7940,3916,412,3683,948,178,7971,3662,9397,13157,6577,8331,8701,3917,11681,7894,7890,8713,11118,10164,3027,10028,6813,3986,11273,5875,10547,4153,7247,8703,6768,13122,1766,6178,1001,4038,8684,8683,8720,8719,423,10117,8718,10118,649,1636,9098,3004,4540,3097,6478,10523,6950,538,357,6735,6736,1154,9470,11582,13593,2153,7217,9069,3401,3182,4341,389,6127,2570,3020,89,12423,458,5883,13425,1148,9526,1147,5688,1173,2600,1078,6273,8068,2608,4673,7435,12748,7625,1244,5552,13574,460,9819,11601,1710,2149,4586,10158,3692,1130,4058,11223,2546,10984,4111,9003,1185,3427,4108,2601,4078,3551,513,12655,12802,12715
182	8233,11146,7958,5896,8235,8331,6195,8349,10567,235,4699,10451,10328,1681,151,12213,9286,13156,9713,5267,12329,5286,3414,5334,715,9612,4864,4725,4776,10694,7726,5092,10591,5351,808,6819,4724,13389,4722,4688,778,8350,12629,777,4726,7856,72,4863,11663,3508,12088,68,6131,12210,7745,12244,997,5045,9288,11051,2900,8402,4723,7736,5279,746,40,5628,3582,3576,5629,8400,5444,7133,5402,4873,4674,12211,6955,6413,5480,3477,4712,5517,8401,12209,5287,13222,5361,3322,7101,4727,3476,4865,9559,2995,4993,3169,5484,2991,5106,3203,8134,2635,3316,8356,3337,9927,5352,2598,3545,3308,3363,5143,12841,2587,12212,2638,2462,1704,9983,6046,9005,4223,2419,5333,13244,9247,13020,5403,7695,5627,13484,5434,2586,12410
183	12633,990
184	7318,8354
185	12822,6569,4309,4088,4449,4425,6541
186	3591,178,11681
187	9009,11024,11026,9422,9620
188	10462,8357,7892,1157,6089,9413,10699,7304,6937,9668,995,227,2542,6981,999,8690,11484,2152,11541,11540,10921,6772,1162,10930,10929,4343,4215,6764,6321,5738,10928,13363
189	6033,9235,8180
190	11055,6575,5834,6462,497,5749,9397,11121,13157,6577,3917,9198,9197,3986,423,649,9148,3298,7341,11073,6960,6185,5748,6691,7141,13280,8445,3544,9479,133,135,1350,3537,2293,2170,2215,6957,2171,12639,6296,6412,1254,2301,11318,11120,11182,6959,11183,2172,633,2292,9645,9644,2291,9646,6958,11319,2300,1286,10773,580,599
191	6977,7521,7096,921
192	11707
193	10728,9242,1909
194	896,3680,7961,356,8406
195	12316,7088
196	2987
198	7918
199	896,3680,7961,356,8406
200	7918,11146,7921,11126,9294,6284,1905,9198,9197,5638,109,9148,452,10011,6226,3189,9995,7237,4560,7922,3543,3971,4474,2186,9530,2184,7802,7818,7817,32,34,33,31,4552,63,10050,393,11124,5790,6250,3590,11096,3237,11706,4317,6436,6983,4558,11726,10048,925,12990,11390,10536,3516,13565,11502,10049,3519,1932,3196,3517,10052,3204,3201,3198,5989,4246,342,3482,11391,3515,10807,6275,9416,3835,3200,3199,6274,10883,3431,11315,13549,11392,11084,9607,10039,4063,4378,493,4186,9486,3518,3202,1135,561,1460,660,11701,1459,9783,12711,11694,3512,1402,7805
201	8233,7918,7890,11118,10164,6466,7359
202	6380
203	5407,5406,5405,4775,4774
204	110,10453
205	2768,1304
206	7958,7414,7963,3883,5338,10222,1515,7332,12514
207	4346
208	12488,13040,12450,12449,6397,13474
209	8739
210	108,6395,3839,8839,6728,8988,949,969
211	1421
212	8784,8783
213	7892,6089,9413,10699,7304,6937,9668,995,227,2542,6981,999,8690
215	6267
216	1260
217	7918
218	720,2081,3041,5214,5608,7920,3713,81,4931,4773,6323,4762,10277,2618
219	9980
220	8233,7420,6575,8896,4015,10124,11496,1084,5987,7932,9104,9105,435,9397,13157,6577,3917,1752,13427,9368,11317,10786,6528,13426,3986,3524,4024,13552,5545,337,3985,6235,11194,7283,8876,3906,5974,3851,476,4028,7647,4160,7656,7600,8143,453,2042,650,1421,496,10127,2486,2478,2667,2003,4832,4833,488,4170,492,491,5988,212,5795,5787,10512,489,10751,4349,448,4306,4505,8928,4434,4502,11495,422,4416,8256,4125,4127,4128,4126,9556,4854,3913,7769
221	7950
222	43,529,13468
224	2434,6521
225	8233,7950,7420,7250,7759,6575,8896,1975,963,3948,3832,2987,10833,450,6576,3903,8758,11216,11268,9307,11269,10684,10821,3877,8064,8197,8196,6974,7038,9442,434,424,1019,462,6355,10981,495,7010,1884,359,4772,6399,4801,11707,3593,4154,7426,1138,2549,1137,1155,5436,12364,3543,12701,4680,13117,5448,13302,3211,6893,6858,5154,3458,1472,4804,5340,6797,5288,4853,8167,12193,5580,3861,1455,13260,745,13007,13350,4765,10410,12160,12737,9457,12129,10435,5203,5018,4817,1195,10207,3177,10324,10206,1200,10291,6486,9331,3315,12127,4947,12128,10404,10363,6354,10359,10362,1193,1194,4829,3355,1664,3330,10401,7862,3437,10400,1669,11634,1708,13099,1512,10246,12282,10331,10408,11863,1524,3040,10332,10423,3364,3441,5297,9458,10243,3467,10295,9134,4830,1679,1250,7755,10427,10360,10402,10413,9722,10403,10760,102,2454,1680,9634,12777,7333,13412,9629,5449
226	1801
227	7930,9990,4732
228	4520,10802,6023,9394,2769,10949,2767
230	4571
231	2908
232	8233,7950,2987,12015,119,0,497,6204,6971,7414,178,8341,240,6913,6942,6224,7127,6960,5637,70,7082,6174,6079,12845,6660,8353,5979,5980,161
233	1908,710,6287,10163,274,2011,6357,2049,1810,9512,9358,9601,559,558,9596,557
234	7292
235	12953
236	6462,2345,11360,8701,7904,6044,2798,2800,2153,9069,10497,8961,671,1715,5774,10488,2799,1276,8327,1277,10492,11003,10491,10494,10495,10486,13128
238	3689
240	6099,11808,12585,12588
241	8233,8070,11146,3019,3832,2987,7958,7414,3903,3571,11126,19,7477,442,5960,6151,2251,3866,571,10623,4643,10097,10154,6679,9891,6681,10624,2004,10625,10108,9426,2008,9453,926,9318,764,867,759,3955,6356,966,10426,1849,9978,9738,13110,9842,9019,1686,9463,3074,3075,3617,2045,9465,645,5160,5159,5158,5157,2044,9401,9438,4487,3618,5156,852,4498,783,9400,5995,11867,11759,6154,2320,11584,12535,29,11731,8722,11253,9936,11249,8724,12854,9303,17,2252,15,13356,2863,11406,10012,5331,13357,2864,2862,998,3548,2861,11945,8221,8076,11404,11231,11478,11405,16,12869,11407,11151,6336,3368,849,7674,2860,9827,10923,2637,2901,6337,9175,10013,6338,2279,2534,11116,11241,2528,2859,1860,9987,6339,8058,9682,2865,9654,9698,2533,9684,8737,824,901
242	2029
243	11491,8192
244	10864,12732,7619,10712,11260,3564,5547,12773,5051,4764
245	3037,5747,941,6205,5642,7200,967
246	10661
247	1908,6287,5834,6462,11360,8701,7904,6044,2798,2800,10490,10493,10496,10485,2153,13127,10497,8961,671,1715,5774,10488,2799,1276,4285,10794,5778,12979,4788,4784,4786,4787,4783,4785,10693,1136,2933,6214,5170
248	797,2415,1012,1405
249	241,10700
250	9817,8878
251	8233,7950,7665,7420,1908,8070,2560,12301,10833,11018,7286,948,6714,7272,13419,12312,6340,6328,3138,5538,467,11869,322,3136,5346,1757,3026,4485,1959,12636,240,8758,7027,9852,12618,11561,11676,11664,12573,9849,6589,8981,1143,7581,354,12053,12826,12906,8713,3027,108,2289,3132,2904,7001,11273,5875,10547,4153,7247,8703,6768,13122,1766,6178,1001,4038,8684,8683,8720,8719,10117,8718,10118,1636,9098,3004,4540,3097,6478,10523,6950,538,6735,6736,1154,13593,11437,532,7480,10932,7442,12801,4341,368,519,3210,3911,13364,2582,5304,3426,3383,2603,6498,7553,8393,7701,2339,11389,2190,2886,2840,2915,2870,3951,5986,6803,165,13449,7533,7343,280,281,279,6770,349,13553,8889,10904,38,6810,6489,6590,1991,4360,7512,1131,8155,729,7024,1401,9384,146,7382,8425,10957,11436,2985,7560,11429,11341,602,11340,1418,7443,2568,5972,12102,11342,1332,1647
252	7665,7918,2560,11018,948,467,9849,1143,7581,12053,12826,2904,7707,10438,1087,7457,7455,10865,4597,11321,2165,5572,1105
253	108,6395,3839,8839,6728,8988,949,969
254	3401,3182,6127,3183,2888,9521,6128,2947,13320,2949,2948
255	9042,2845,8937,9029,2074,9028,9026,9027,7580,12107,6257,6109,5789,2628
256	10833,10821,8064,8197,8196,7172
257	3148,3990,9578,3002,8374,5073,13185,4404,1046
258	1160,10983
259	7918
260	5954
261	5687,5673,6442,10590
262	7665,2987,3903,8235,6205,5792,12333,871,12318,13013,10192,13014,13015,5085,3443,5084,7226,5218,5216,3446,6920,3463,3456,13495,2364,2365,13496,9935,799,2368,4877,2369
263	3541
264	2616,2276
265	12056,1008,2574,2575
267	7665,2987,3903,8235,6205,5792,12333,871,12318,13013,10192,13014,13015,5085,3443,5084,7226,5218,5216,3446,6920,3463,3456,13495,2364,2365,13496,9935,799,2368,4877,2369
268	7665,2987,3903,8235,6205,5792,12333,871,12318,13013,10192,13014,13015,5085,3443,5084,7226,5218,5216,3446,6920,3463,3456,13495,2364,2365,13496,9935,799,2368,4877,2369
269	10031
270	9177,11819,9196,9718,9807
271	6471,3505,3988,6879,12565,12563,12556,12555,12564,13299,13135,13507,12291,12554,13241,13242,13258,12557,12144,12495,13173,13369,12561,13508,12562,13061,13303,13250,13136,13137,12807,13251,12558,13172,12989,13051
272	10778
273	1975,963,3948,450,6576,814
274	12106,6844,3843,3559,3558,7536
275	2964,2893,570,2941,2746
276	7966,7997,10091,6860,10092,10075,2176,6239,6488,6487,8017,8023,7960
277	10552
278	8896,7683,6813,357,9470,11582,7217,11085,1065,4355,3297,7735
279	6471,3505,3988
280	6471,3505,3988
281	3842
282	6471,3505,3988
283	8233,7759,8355,10742,9410,11310,3990,8318,8998,5759,6253,7151,2630,5055,4950,2967
284	6566,5543,8013,8138
285	6550
286	12082
287	8233,6302,7420,1908,710,7250,7759,6287,2560,11146,6575,1573,45,1585,10484,2784,7777,7780,6381,1580,4270,8896,11491,1975,963,3948,3019,2508,7935,7947,3286,10833,4550,5643,7940,447,9675,5770,10455,3916,412,5749,6204,9090,9089,9075,2595,5975,6156,6396,7466,6714,7930,3067,7982,6579,6340,6328,2305,3037,8945,7971,470,3918,8066,8731,6164,4138,142,4113,8732,3112,3122,7990,8178,12887,6783,6745,2098,12349,4045,1811,473,338,4022,3571,9647,533,11360,3968,7586,484,9466,11216,5747,11268,6574,9307,8000,415,11269,10684,8177,6685,6365,9439,3015,8939,1177,1349,8927,8941,418,2188,8954,835,4139,3995,354,8042,4561,3059,5072,8757,6305,4760,11126,7523,12346,4800,6723,9643,6724,3102,9294,9440,6130,3946,9660,10617,386,6952,2505,6008,6120,385,6943,131,6441,511,6129,2424,7291,10841,10676,12302,6593,8789,3318,2416,5678,9308,416,10868,663,1347,1267,7539,7538,8038,1441,6295,3325,7823,9831,1582,7931,6309,3156,11150,6311,9323,6353,6310,3522,2429,9425,6578,42,1085,6445,2626,6709,9145,6915,9178,1274,2367,7296,9261,11591,6914,9767,2819,941,2572,7832,4546,7892,12448,2509,9447,2792,10015,286,3665,1025,3877,6119,10851,3786,461,3827,10616,7038,9442,434,424,1019,462,1656,1655,7829,6355,10981,7010,1884,3276,11327,359,2341,4772,6399,11164,1506,4801,2109,7834,859,2015,5054,1949,2969,7703,13235,1930,8314,7022,9499,2670,2671,8413,8414,7319,7996,13249,4577,376,1922,10987,3
288	1908,710,6287,10982,2128
289	6885,896,3680,13112,2009,10809,8347,1834,1833,7961,5690,356,7107,7109,5692,7108,565,897,5625,5691,7114,7112,7110,7111
290	8233,4035,2581,942,12734,2926,7423,6696,9657,717,3376,12876,12595,3555,716,3180,12292,1404,8759,11667
291	826
292	8092,8391,6018,5817,1690,3684,8392,5818,4592
293	810,4738,12828,4739
294	5877,6390,11163,10466,3127,3126,10232,9851,7241,10224,9850,10305,10349,12540,10287,5161
295	7890,11118,10164,6348,2896,5241,13347,3751,1302
296	8233,7918,11146,8896,4567,7683,435,6813,720,2081,357,9470,11582,7217,11085,1065,8675,234,4719,4572,4574,2195,12757,4580,7302,10812,13434,13433,13358,4305,13359,712,7409,4668,8949,10452,11030,12532,7410,7407,11776,9214,12225,9274,1673,621,4694,4693,4667
297	43,529,12673,6898,6899
298	3638
299	1172
300	3708,3757,408,7478
